key,en,zh-Hans,zh-Hant,ar,de,es,fr,id,it,ja,ko,nl,pl,pt,ru,th,tr,vi
msg.delete_confirmation,Are you sure you want to permanently delete your account? You will lose all your saved words and progress. This action cannot be undone.,您确定要永久删除您的账户吗？您将丢失所有保存的单词和进度。此操作无法撤消。,你確定要永久刪除你的帳號嗎？你會失去所有儲存的單字和進度喔。這個動作沒辦法復原呢。,هل أنت متأكد أنك تريد حذف حسابك بشكل دائم؟ ستفقد جميع كلماتك المحفوظة وتقدمك. لا يمكن التراجع عن هذا الإجراء.,"Sind Sie sicher, dass Sie Ihr Konto dauerhaft löschen möchten? Sie verlieren alle Ihre gespeicherten Wörter und Fortschritte. Diese Aktion kann nicht rückgängig gemacht werden.",¿Estás seguro de que quieres eliminar permanentemente tu cuenta? Perderás todas tus palabras guardadas y progreso. Esta acción no se puede deshacer.,Êtes-vous sûr de vouloir supprimer définitivement votre compte ? Vous perdrez tous vos mots enregistrés et vos progrès. Cette action ne peut pas être annulée.,Apakah Anda yakin ingin menghapus akun Anda secara permanen? Anda akan kehilangan semua kata dan kemajuan yang disimpan. Tindakan ini tidak dapat diurungkan.,Sei sicuro di voler eliminare definitivamente il tuo account? Perderai tutte le tue parole salvate e i progressi. Questa azione non può essere annullata.,アカウントを完全に削除してもよろしいですか？ 保存した単語と進行状況がすべて失われます。 この操作は元に戻せません。,계정을 영구적으로 삭제하시겠습니까? 저장된 모든 단어와 진행 상황이 손실됩니다. 이 작업은 취소할 수 없습니다.,Weet je zeker dat je je account permanent wilt verwijderen? Je verliest al je opgeslagen woorden en voortgang. Deze actie kan niet ongedaan worden gemaakt.,Czy na pewno chcesz trwale usunąć swoje konto? Stracisz wszystkie zapisane słowa i postępy. Tej akcji nie można cofnąć.,Tem certeza de que deseja excluir sua conta permanentemente? Você perderá todas as palavras salvas e o progresso. Esta ação não pode ser desfeita.,"Вы уверены, что хотите навсегда удалить свой аккаунт? Вы потеряете все сохраненные слова и прогресс. Это действие нельзя отменить.",คุณแน่ใจหรือไม่ว่าต้องการลบบัญชีของคุณอย่างถาวร? คุณจะสูญเสียคำศัพท์ที่บันทึกไว้และความคืบหน้าทั้งหมด การกระทำนี้ไม่สามารถยกเลิกได้,Hesabınızı kalıcı olarak silmek istediğinizden emin misiniz? Tüm kaydedilmiş kelimelerinizi ve ilerlemenizi kaybedeceksiniz. Bu işlem geri alınamaz.,Bạn có chắc chắn muốn xóa vĩnh viễn tài khoản của mình không? Bạn sẽ mất tất cả các từ đã lưu và tiến trình. Hành động này không thể hoàn tác.
msg.dictionary_empty_state,"Search for a word in {l2} to see definitions, pronunciation, and more.",搜索{l2}单词以查看释义、发音和更多信息。,搜尋 {l2} 單字以查看定義、發音等資訊。,ابحث عن كلمة في {l2} لرؤية التعريفات والنطق والمزيد.,"Suche nach einem Wort in {l2}, um Definitionen, Aussprache und mehr zu sehen.","Busca una palabra en {l2} para ver definiciones, pronunciación y más.","Recherchez un mot dans {l2} pour voir les définitions, la prononciation et plus encore.","Cari kata dalam {l2} untuk melihat definisi, pelafalan, dan lainnya.","Cerca una parola in {l2} per vedere definizioni, pronuncia e altro.",{l2}で単語を検索すると、定義や発音などが表示されます。,"{l2}에서 단어를 검색하여 정의, 발음 등을 확인하세요.","Zoek naar een woord in {l2} om definities, uitspraak en meer te zien.","Wyszukaj słowo w {l2}, aby zobaczyć definicje, wymowę i więcej.","Pesquise uma palavra em {l2} para ver definições, pronúncia e mais.","Найдите слово в {l2}, чтобы увидеть определения, произношение и другое.",ค้นหาคำศัพท์ใน {l2} เพื่อดูคำจำกัดความ การออกเสียง และอื่น ๆ,"Tanımları, telaffuzu ve daha fazlasını görmek için {l2} dilinde bir kelime arayın.","Tìm kiếm một từ trong {l2} để xem định nghĩa, cách phát âm và nhiều hơn nữa."
msg.didnt_receive_code,Didn't receive a code?,没有收到验证码？,沒有收到驗證碼？,لم تستلم رمزًا؟,Keinen Code erhalten?,¿No recibiste un código?,Vous n'avez pas reçu de code ?,Tidak menerima kode?,Non hai ricevuto un codice?,コードが届かない場合,코드를 받지 못하셨나요?,Geen code ontvangen?,Nie otrzymałeś kodu?,Não recebeu um código?,Не получили код?,ไม่ได้รับรหัส?,Kod almadınız mı?,Không nhận được mã?
msg.discover_the_power_of_comprehensible_input,Discover the power of Comprehensible Input through hundreds of thousands of videos in over 100 languages.,通过100多种语言的数十万个视频，探索可理解性输入的力量。,透過超過100種語言的數十萬個影片，發現可理解輸入的威力。,اكتشف قوة المدخلات المفهومة من خلال مئات الآلاف من مقاطع الفيديو بأكثر من 100 لغة.,Entdecken Sie die Kraft des verständlichen Inputs durch Hunderttausende von Videos in über 100 Sprachen.,Descubre el poder del Input Comprensible a través de cientos de miles de videos en más de 100 idiomas.,Découvrez la puissance de l'Input Compréhensible à travers des centaines de milliers de vidéos dans plus de 100 langues.,Temukan kekuatan Input yang Dapat Dipahami melalui ratusan ribu video dalam lebih dari 100 bahasa.,Scopri il potere dell'Input Comprensibile attraverso centinaia di migliaia di video in oltre 100 lingue.,100を超える言語の数十万のビデオを通じて、理解可能な入力の力を発見してください。,100개 이상의 언어로 된 수십만 개의 동영상을 통해 이해 가능한 입력의 힘을 발견하세요.,Ontdek de kracht van begrijpelijke input via honderdduizenden video's in meer dan 100 talen.,Odkryj moc zrozumiałego wkładu językowego dzięki setkom tysięcy filmów w ponad 100 językach.,Descubra o poder da Entrada Compreensível através de centenas de milhares de vídeos em mais de 100 idiomas.,Откройте для себя силу понятного ввода через сотни тысяч видео на более чем 100 языках.,ค้นพบพลังของการรับข้อมูลที่เข้าใจได้ผ่านวิดีโอหลายแสนรายการในกว่า 100 ภาษา,100'den fazla dilde yüz binlerce video aracılığıyla Anlaşılabilir Girdinin gücünü keşfedin.,Khám phá sức mạnh của đầu vào có thể hiểu được thông qua hàng trăm nghìn video bằng hơn 100 ngôn ngữ.
msg.dont_have_account,Don't have an account?,还没有账户？,還沒有帳戶？,ليس لديك حساب؟,Sie haben noch kein Konto?,¿No tienes una cuenta?,Vous n'avez pas de compte ?,Belum punya akun?,Non hai un account?,アカウントをお持ちではありませんか？,계정이 없으신가요?,Nog geen account?,Nie masz konta?,Não tem uma conta?,Нет аккаунта?,ยังไม่มีบัญชี?,Hesabınız yok mu?,Chưa có tài khoản?
msg.dont_have_an_account,Don't have an account?,没有账户？,還沒有帳號嗎？,ليس لديك حساب؟,Sie haben noch kein Konto?,¿No tienes una cuenta?,Vous n'avez pas de compte ?,Belum memiliki akun?,Non hai un account?,アカウントをお持ちではありませんか？,계정이 없으신가요?,Heb je geen account?,Nie masz konta?,Não tem uma conta?,Нет аккаунта?,ยังไม่มีบัญชี?,Hesabınız yok mu?,Bạn chưa có tài khoản?
msg.download_failed,Download failed — Tap to retry,下载失败 — 点击重试,下載失敗 — 點擊重試,فشل التنزيل — اضغط لإعادة المحاولة,Download fehlgeschlagen — Zum Wiederholen tippen,Descarga fallida — Toque para reintentar,Échec du téléchargement — Appuyez pour réessayer,Unduh gagal — Ketuk untuk mencoba lagi,Download fallito — Tocca per riprovare,ダウンロード失敗 — タップして再試行,다운로드 실패 — 다시 시도하려면 탭하세요,Download mislukt — Tik om opnieuw te proberen,"Pobieranie nie powiodło się — Dotknij, aby spróbować ponownie",Falha no download — Toque para tentar novamente,Загрузка не удалась — Нажмите для повтора,ดาวน์โหลดล้มเหลว — แตะเพื่อลองอีกครั้ง,İndirme başarısız — Yeniden denemek için dokunun,Tải xuống thất bại — Chạm để thử lại
msg.drop_epub_here,"Drop an EPUB file here, or click to browse",将EPUB文件拖放到此处，或点击浏览,將EPUB檔案拖放到此處，或點擊瀏覽,أسقط ملف EPUB هنا، أو انقر للتصفح,EPUB-Datei hier ablegen oder zum Durchsuchen klicken,Arrastra un archivo EPUB aquí o haz clic para examinar,"Déposez un fichier EPUB ici, ou cliquez pour parcourir","Letakkan file EPUB di sini, atau klik untuk menjelajah","Rilascia un file EPUB qui, o clicca per sfogliare",EPUBファイルをここにドロップするか、クリックして参照,EPUB 파일을 여기에 드롭하거나 클릭하여 찾아보기,Sleep een EPUB-bestand hierheen of klik om te bladeren,"Upuść plik EPUB tutaj lub kliknij, aby przeglądać",Solte um arquivo EPUB aqui ou clique para procurar,Перетащите файл EPUB сюда или нажмите кнопку обзора,วางไฟล์ EPUB ที่นี่ หรือคลิกเพื่อเรียกดู,EPUB dosyasını buraya bırakın veya göz atmak için tıklayın,Thả tệp EPUB vào đây hoặc nhấp để duyệt
msg.drop_media_here,Drop a video or audio file here,将视频或音频文件拖放到此处,將影片或音訊檔案拖放到此處,أسقط ملف فيديو أو صوتي هنا,Video- oder Audiodatei hier ablegen,Suelta un archivo de video o audio aquí,Déposez un fichier vidéo ou audio ici,Letakkan file video atau audio di sini,Trascina qui un file video o audio,動画または音声ファイルをここにドロップ,동영상 또는 오디오 파일을 여기에 드롭하세요,Sleep een video- of audiobestand hierheen,Upuść plik wideo lub audio tutaj,Solte um arquivo de vídeo ou áudio aqui,Перетащите видео или аудио файл сюда,วางไฟล์วิดีโอหรือเสียงที่นี่,Buraya bir video veya ses dosyası bırakın,Thả tệp video hoặc âm thanh vào đây
msg.earlier,Earlier,更早,稍早,سابقًا,Früher,Anterior,Plus tôt,Sebelumnya,In precedenza,以前,이전,Eerder,Wcześniej,Anterior,Ранее,ก่อนหน้านี้,Daha önce,Sớm hơn
msg.edit_subscription_hint,Update the subscription details below.,请更新下方的订阅详情。,請更新下方的訂閱詳細資料。,حدّث تفاصيل الاشتراك أدناه.,Aktualisieren Sie die Abonnementdetails unten.,Actualiza los detalles de la suscripción a continuación.,Mettez à jour les détails de l'abonnement ci-dessous.,Perbarui detail langganan di bawah ini.,Aggiorna i dettagli dell'abbonamento qui sotto.,以下のサブスクリプション詳細を更新してください。,아래에서 구독 세부정보를 업데이트하세요.,Werk hieronder de abonnementsgegevens bij.,Zaktualizuj szczegóły subskrypcji poniżej.,Atualize os detalhes da assinatura abaixo.,Обновите детали подписки ниже.,อัปเดตรายละเอียดการสมัครสมาชิกด้านล่าง,Aşağıdaki abonelik ayrıntılarını güncelleyin.,Cập nhật chi tiết đăng ký bên dưới.
